,year,vintage,type,dwellings
1602,1966,2016-2020,mobile,0
1603,1966,2016-2020,single_attached,0
1604,1966,2016-2020,single_detached,0
1605,1966,2021-2025,total,0
1606,1966,2021-2025,apartments,0
1607,1966,2021-2025,mobile,0
1608,1966,2021-2025,single_attached,0
1609,1966,2021-2025,single_detached,0
1610,1971,0-2025,total,1603685
1611,1971,0-2025,apartments,641650
1612,1971,0-2025,mobile,6490
1613,1971,0-2025,single_attached,315025
1614,1971,0-2025,single_detached,640520
1615,1971,1608-1920,total,316031
1616,1971,1608-1920,apartments,89090
1617,1971,1608-1920,mobile,64
1618,1971,1608-1920,single_attached,99060
1619,1971,1608-1920,single_detached,127815
1620,1971,1921-1945,total,285631
1621,1971,1921-1945,apartments,111845
1622,1971,1921-1945,mobile,49
1623,1971,1921-1945,single_attached,81074
1624,1971,1921-1945,single_detached,92660
1625,1971,1946-1960,total,543552
1626,1971,1946-1960,apartments,224591
1627,1971,1946-1960,mobile,974
1628,1971,1946-1960,single_attached,83564
1629,1971,1946-1960,single_detached,234420
1630,1971,1961-1970,total,441646
1631,1971,1961-1970,apartments,208472
1632,1971,1961-1970,mobile,4936
1633,1971,1961-1970,single_attached,48688
1634,1971,1961-1970,single_detached,179547
1635,1971,1971-1980,total,16825
1636,1971,1971-1980,apartments,7648
1637,1971,1971-1980,mobile,463
1638,1971,1971-1980,single_attached,2636
1639,1971,1971-1980,single_detached,6076
1640,1971,1981-1990,total,0
1641,1971,1981-1990,apartments,0
1642,1971,1981-1990,mobile,0
1643,1971,1981-1990,single_attached,0
1644,1971,1981-1990,single_detached,0
1645,1971,1991-1995,total,0
1646,1971,1991-1995,apartments,0
1647,1971,1991-1995,mobile,0
1648,1971,1991-1995,single_attached,0
1649,1971,1991-1995,single_detached,0
1650,1971,1996-2000,total,0
1651,1971,1996-2000,apartments,0
1652,1971,1996-2000,mobile,0
1653,1971,1996-2000,single_attached,0
1654,1971,1996-2000,single_detached,0
1655,1971,2001-2005,total,0
1656,1971,2001-2005,apartments,0
1657,1971,2001-2005,mobile,0
1658,1971,2001-2005,single_attached,0
1659,1971,2001-2005,single_detached,0
1660,1971,2006-2010,total,0
1661,1971,2006-2010,apartments,0
1662,1971,2006-2010,mobile,0
1663,1971,2006-2010,single_attached,0
1664,1971,2006-2010,single_detached,0
1665,1971,2011-2015,total,0
1666,1971,2011-2015,apartments,0
1667,1971,2011-2015,mobile,0
1668,1971,2011-2015,single_attached,0
1669,1971,2011-2015,single_detached,0
1670,1971,2016-2020,total,0
1671,1971,2016-2020,apartments,0
1672,1971,2016-2020,mobile,0
1673,1971,2016-2020,single_attached,0
1674,1971,2016-2020,single_detached,0
1675,1971,2021-2025,total,0
1676,1971,2021-2025,apartments,0
1677,1971,2021-2025,mobile,0
1678,1971,2021-2025,single_attached,0
1679,1971,2021-2025,single_detached,0
1680,1976,0-2025,total,1894111
1681,1976,0-2025,apartments,847431
1682,1976,0-2025,mobile,27885
1683,1976,0-2025,single_attached,273200
1684,1976,0-2025,single_detached,745595
1685,1976,1608-1920,total,243581
1686,1976,1608-1920,apartments,93473
1687,1976,1608-1920,mobile,268
1688,1976,1608-1920,single_attached,43298
1689,1976,1608-1920,single_detached,106541
1690,1976,1921-1945,total,302972
1691,1976,1921-1945,apartments,157272
1692,1976,1921-1945,mobile,331
1693,1976,1921-1945,single_attached,42842
1694,1976,1921-1945,single_detached,102526
1695,1976,1946-1960,total,530928
1696,1976,1946-1960,apartments,264843
1697,1976,1946-1960,mobile,1237
1698,1976,1946-1960,single_attached,70090
1699,1976,1946-1960,single_detached,194756
1700,1976,1961-1970,total,492852
1701,1976,1961-1970,apartments,237259
1702,1976,1961-1970,mobile,5285
1703,1976,1961-1970,single_attached,58758
1704,1976,1961-1970,single_detached,191548
1705,1976,1971-1980,total,323778
1706,1976,1971-1980,apartments,94581
1707,1976,1971-1980,mobile,20763
1708,1976,1971-1980,single_attached,58210
1709,1976,1971-1980,single_detached,150221
1710,1976,1981-1990,total,0
1711,1976,1981-1990,apartments,0
1712,1976,1981-1990,mobile,0
1713,1976,1981-1990,single_attached,0
1714,1976,1981-1990,single_detached,0
1715,1976,1991-1995,total,0
1716,1976,1991-1995,apartments,0
1717,1976,1991-1995,mobile,0
1718,1976,1991-1995,single_attached,0
1719,1976,1991-1995,single_detached,0
1720,1976,1996-2000,total,0
1721,1976,1996-2000,apartments,0
1722,1976,1996-2000,mobile,0
1723,1976,1996-2000,single_attached,0
1724,1976,1996-2000,single_detached,0
1725,1976,2001-2005,total,0
1726,1976,2001-2005,apartments,0
1727,1976,2001-2005,mobile,0
1728,1976,2001-2005,single_attached,0
1729,1976,2001-2005,single_detached,0
1730,1976,2006-2010,total,0
1731,1976,2006-2010,apartments,0
1732,1976,2006-2010,mobile,0
1733,1976,2006-2010,single_attached,0
1734,1976,2006-2010,single_detached,0
1735,1976,2011-2015,total,0
1736,1976,2011-2015,apartments,0
1737,1976,2011-2015,mobile,0
1738,1976,2011-2015,single_attached,0
1739,1976,2011-2015,single_detached,0
1740,1976,2016-2020,total,0
1741,1976,2016-2020,apartments,0
1742,1976,2016-2020,mobile,0
1743,1976,2016-2020,single_attached,0
1744,1976,2016-2020,single_detached,0
1745,1976,2021-2025,total,0
1746,1976,2021-2025,apartments,0
1747,1976,2021-2025,mobile,0
1748,1976,2021-2025,single_attached,0
1749,1976,2021-2025,single_detached,0
1750,1981,0-2025,total,2172860
1751,1981,0-2025,apartments,949215
1752,1981,0-2025,mobile,37155
1753,1981,0-2025,single_attached,231985
1754,1981,0-2025,single_detached,954505
1755,1981,1608-1920,total,237669
1756,1981,1608-1920,apartments,93805
1757,1981,1608-1920,mobile,205
1758,1981,1608-1920,single_attached,29901
1759,1981,1608-1920,single_detached,113756
1760,1981,1921-1945,total,295620
1761,1981,1921-1945,apartments,157021
1762,1981,1921-1945,mobile,253
1763,1981,1921-1945,single_attached,29435
1764,1981,1921-1945,single_detached,108909
1765,1981,1946-1960,total,518041
1766,1981,1946-1960,apartments,263220
1767,1981,1946-1960,mobile,939
1768,1981,1946-1960,single_attached,47938
1769,1981,1946-1960,single_detached,205942
1770,1981,1961-1970,total,480891
1771,1981,1961-1970,apartments,234990
1772,1981,1961-1970,mobile,4001
1773,1981,1961-1970,single_attached,40048
1774,1981,1961-1970,single_detached,201850
1775,1981,1971-1980,total,615016
1776,1981,1971-1980,apartments,187437
1777,1981,1971-1980,mobile,31452
1778,1981,1971-1980,single_attached,79387
1779,1981,1971-1980,single_detached,316738
1780,1981,1981-1990,total,25623
1781,1981,1981-1990,apartments,12738
1782,1981,1981-1990,mobile,304
1783,1981,1981-1990,single_attached,5273
1784,1981,1981-1990,single_detached,7306
1785,1981,1991-1995,total,0
1786,1981,1991-1995,apartments,0
1787,1981,1991-1995,mobile,0
1788,1981,1991-1995,single_attached,0
1789,1981,1991-1995,single_detached,0
1790,1981,1996-2000,total,0
1791,1981,1996-2000,apartments,0
1792,1981,1996-2000,mobile,0
1793,1981,1996-2000,single_attached,0
1794,1981,1996-2000,single_detached,0
1795,1981,2001-2005,total,0
1796,1981,2001-2005,apartments,0
1797,1981,2001-2005,mobile,0
1798,1981,2001-2005,single_attached,0
1799,1981,2001-2005,single_detached,0
1800,1981,2006-2010,total,0
1801,1981,2006-2010,apartments,0
1802,1981,2006-2010,mobile,0
1803,1981,2006-2010,single_attached,0
1804,1981,2006-2010,single_detached,0
1805,1981,2011-2015,total,0
1806,1981,2011-2015,apartments,0
1807,1981,2011-2015,mobile,0
1808,1981,2011-2015,single_attached,0
1809,1981,2011-2015,single_detached,0
1810,1981,2016-2020,total,0
1811,1981,2016-2020,apartments,0
1812,1981,2016-2020,mobile,0
1813,1981,2016-2020,single_attached,0
1814,1981,2016-2020,single_detached,0
1815,1981,2021-2025,total,0
1816,1981,2021-2025,apartments,0
1817,1981,2021-2025,mobile,0
1818,1981,2021-2025,single_attached,0
1819,1981,2021-2025,single_detached,0
1820,1986,0-2025,total,2357105
1821,1986,0-2025,apartments,1127619
1822,1986,0-2025,mobile,17150
1823,1986,0-2025,single_attached,180106
1824,1986,0-2025,single_detached,1032230
1825,1986,1608-1920,total,223651
1826,1986,1608-1920,apartments,100828
1827,1986,1608-1920,mobile,74
1828,1986,1608-1920,single_attached,19495
1829,1986,1608-1920,single_detached,103251
1830,1986,1921-1945,total,280652
1831,1986,1921-1945,apartments,174916
1832,1986,1921-1945,mobile,79
1833,1986,1921-1945,single_attached,19889
1834,1986,1921-1945,single_detached,85765
1835,1986,1946-1960,total,506726
1836,1986,1946-1960,apartments,274122
1837,1986,1946-1960,mobile,369
1838,1986,1946-1960,single_attached,30282
1839,1986,1946-1960,single_detached,201950
1840,1986,1961-1970,total,469903
1841,1986,1961-1970,apartments,243940
1842,1986,1961-1970,mobile,1583
1843,1986,1961-1970,single_attached,25217
1844,1986,1961-1970,single_detached,199160
1845,1986,1971-1980,total,647371
1846,1986,1971-1980,apartments,241222
1847,1986,1971-1980,mobile,13183
1848,1986,1971-1980,single_attached,61972
1849,1986,1971-1980,single_detached,330993
1850,1986,1981-1990,total,228802
1851,1986,1981-1990,apartments,92588
1852,1986,1981-1990,mobile,1858
1853,1986,1981-1990,single_attached,23247
1854,1986,1981-1990,single_detached,111107
1855,1986,1991-1995,total,0
1856,1986,1991-1995,apartments,0
1857,1986,1991-1995,mobile,0
1858,1986,1991-1995,single_attached,0
1859,1986,1991-1995,single_detached,0
1860,1986,1996-2000,total,0
1861,1986,1996-2000,apartments,0
1862,1986,1996-2000,mobile,0
1863,1986,1996-2000,single_attached,0
1864,1986,1996-2000,single_detached,0
1865,1986,2001-2005,total,0
1866,1986,2001-2005,apartments,0
1867,1986,2001-2005,mobile,0
1868,1986,2001-2005,single_attached,0
1869,1986,2001-2005,single_detached,0
1870,1986,2006-2010,total,0
1871,1986,2006-2010,apartments,0
1872,1986,2006-2010,mobile,0
1873,1986,2006-2010,single_attached,0
1874,1986,2006-2010,single_detached,0
1875,1986,2011-2015,total,0
1876,1986,2011-2015,apartments,0
1877,1986,2011-2015,mobile,0
1878,1986,2011-2015,single_attached,0
1879,1986,2011-2015,single_detached,0
1880,1986,2016-2020,total,0
1881,1986,2016-2020,apartments,0
1882,1986,2016-2020,mobile,0
1883,1986,2016-2020,single_attached,0
1884,1986,2016-2020,single_detached,0
1885,1986,2021-2025,total,0
1886,1986,2021-2025,apartments,0
1887,1986,2021-2025,mobile,0
1888,1986,2021-2025,single_attached,0
1889,1986,2021-2025,single_detached,0
1890,1991,0-2025,total,2634300
1891,1991,0-2025,apartments,1236930
1892,1991,0-2025,mobile,24720
1893,1991,0-2025,single_attached,197565
1894,1991,0-2025,single_detached,1175085
1895,1991,1608-1920,total,204285
1896,1991,1608-1920,apartments,90653
1897,1991,1608-1920,mobile,70
1898,1991,1608-1920,single_attached,16658
1899,1991,1608-1920,single_detached,96902
1900,1991,1921-1945,total,270500
1901,1991,1921-1945,apartments,165085
1902,1991,1921-1945,mobile,110
1903,1991,1921-1945,single_attached,17840
1904,1991,1921-1945,single_detached,87463
1905,1991,1946-1960,total,495943
1906,1991,1946-1960,apartments,270641
1907,1991,1946-1960,mobile,386
1908,1991,1946-1960,single_attached,28414
1909,1991,1946-1960,single_detached,196500
1910,1991,1961-1970,total,498970
1911,1991,1961-1970,apartments,264277
1912,1991,1961-1970,mobile,2139
1913,1991,1961-1970,single_attached,25964
1914,1991,1961-1970,single_detached,206589
1915,1991,1971-1980,total,600199
1916,1991,1971-1980,apartments,209927
1917,1991,1971-1980,mobile,17041
1918,1991,1971-1980,single_attached,51256
1919,1991,1971-1980,single_detached,321973
1920,1991,1981-1990,total,553584
1921,1991,1981-1990,apartments,232460
1922,1991,1981-1990,mobile,4790
1923,1991,1981-1990,single_attached,55472
1924,1991,1981-1990,single_detached,260860
1925,1991,1991-1995,total,10819
1926,1991,1991-1995,apartments,3884
1927,1991,1991-1995,mobile,180
1928,1991,1991-1995,single_attached,1957
1929,1991,1991-1995,single_detached,4796
1930,1991,1996-2000,total,0
1931,1991,1996-2000,apartments,0
1932,1991,1996-2000,mobile,0
1933,1991,1996-2000,single_attached,0
1934,1991,1996-2000,single_detached,0
1935,1991,2001-2005,total,0
1936,1991,2001-2005,apartments,0
1937,1991,2001-2005,mobile,0
1938,1991,2001-2005,single_attached,0
1939,1991,2001-2005,single_detached,0
1940,1991,2006-2010,total,0
1941,1991,2006-2010,apartments,0
1942,1991,2006-2010,mobile,0
1943,1991,2006-2010,single_attached,0
1944,1991,2006-2010,single_detached,0
1945,1991,2011-2015,total,0
1946,1991,2011-2015,apartments,0
1947,1991,2011-2015,mobile,0
1948,1991,2011-2015,single_attached,0
1949,1991,2011-2015,single_detached,0
1950,1991,2016-2020,total,0
1951,1991,2016-2020,apartments,0
1952,1991,2016-2020,mobile,0
1953,1991,2016-2020,single_attached,0
1954,1991,2016-2020,single_detached,0
1955,1991,2021-2025,total,0
1956,1991,2021-2025,apartments,0
1957,1991,2021-2025,mobile,0
1958,1991,2021-2025,single_attached,0
1959,1991,2021-2025,single_detached,0
1960,1996,0-2025,total,2822030
1961,1996,0-2025,apartments,1310895
1962,1996,0-2025,mobile,19350
1963,1996,0-2025,single_attached,219180
1964,1996,0-2025,single_detached,1272605
1965,1996,1608-1920,total,200470
1966,1996,1608-1920,apartments,88334
1967,1996,1608-1920,mobile,30
1968,1996,1608-1920,single_attached,15333
1969,1996,1608-1920,single_detached,96772
1970,1996,1921-1945,total,257734
1971,1996,1921-1945,apartments,158992
1972,1996,1921-1945,mobile,70
1973,1996,1921-1945,single_attached,16229
1974,1996,1921-1945,single_detached,82441
1975,1996,1946-1960,total,522165
1976,1996,1946-1960,apartments,288480
1977,1996,1946-1960,mobile,265
1978,1996,1946-1960,single_attached,28609
1979,1996,1946-1960,single_detached,204809
1980,1996,1961-1970,total,493595
1981,1996,1961-1970,apartments,263756
1982,1996,1961-1970,mobile,2041
1983,1996,1961-1970,single_attached,24477
1984,1996,1961-1970,single_detached,203319
1985,1996,1971-1980,total,604807
1986,1996,1971-1980,apartments,218161
1987,1996,1971-1980,mobile,11974
1988,1996,1971-1980,single_attached,50315
1989,1996,1971-1980,single_detached,324356
1990,1996,1981-1990,total,530101
1991,1996,1981-1990,apartments,220660
1992,1996,1981-1990,mobile,3737
1993,1996,1981-1990,single_attached,49738
1994,1996,1981-1990,single_detached,255964
1995,1996,1991-1995,total,208484
1996,1996,1991-1995,apartments,70993
1997,1996,1991-1995,mobile,1195
1998,1996,1991-1995,single_attached,33773
1999,1996,1991-1995,single_detached,102521
2000,1996,1996-2000,total,4674
2001,1996,1996-2000,apartments,1515
2002,1996,1996-2000,mobile,35
2003,1996,1996-2000,single_attached,702
2004,1996,1996-2000,single_detached,2419
2005,1996,2001-2005,total,0
2006,1996,2001-2005,apartments,0
2007,1996,2001-2005,mobile,0
2008,1996,2001-2005,single_attached,0
2009,1996,2001-2005,single_detached,0
2010,1996,2006-2010,total,0
2011,1996,2006-2010,apartments,0
2012,1996,2006-2010,mobile,0
2013,1996,2006-2010,single_attached,0
2014,1996,2006-2010,single_detached,0
2015,1996,2011-2015,total,0
2016,1996,2011-2015,apartments,0
2017,1996,2011-2015,mobile,0
2018,1996,2011-2015,single_attached,0
2019,1996,2011-2015,single_detached,0
2020,1996,2016-2020,total,0
2021,1996,2016-2020,apartments,0
2022,1996,2016-2020,mobile,0
2023,1996,2016-2020,single_attached,0
2024,1996,2016-2020,single_detached,0
2025,1996,2021-2025,total,0
2026,1996,2021-2025,apartments,0
2027,1996,2021-2025,mobile,0
2028,1996,2021-2025,single_attached,0
2029,1996,2021-2025,single_detached,0
2030,2001,0-2025,total,2978115
2031,2001,0-2025,apartments,1339680
2032,2001,0-2025,mobile,21645
2033,2001,0-2025,single_attached,245785
2034,2001,0-2025,single_detached,1371005
2035,2001,1608-1920,total,204124
2036,2001,1608-1920,apartments,92514
2037,2001,1608-1920,mobile,319
2038,2001,1608-1920,single_attached,16806
2039,2001,1608-1920,single_detached,94484
2040,2001,1921-1945,total,246102
2041,2001,1921-1945,apartments,148960
2042,2001,1921-1945,mobile,331
2043,2001,1921-1945,single_attached,15914
2044,2001,1921-1945,single_detached,80895
2045,2001,1946-1960,total,533872
2046,2001,1946-1960,apartments,287972
2047,2001,1946-1960,mobile,835
2048,2001,1946-1960,single_attached,29888
2049,2001,1946-1960,single_detached,215175
2050,2001,1961-1970,total,505722
2051,2001,1961-1970,apartments,266417
2052,2001,1961-1970,mobile,1960
2053,2001,1961-1970,single_attached,25875
2054,2001,1961-1970,single_detached,211469
2055,2001,1971-1980,total,610278
2056,2001,1971-1980,apartments,217375
2057,2001,1971-1980,mobile,11796
2058,2001,1971-1980,single_attached,52468
2059,2001,1971-1980,single_detached,328637
2060,2001,1981-1990,total,530583
2061,2001,1981-1990,apartments,215117
2062,2001,1981-1990,mobile,4320
2063,2001,1981-1990,single_attached,50748
2064,2001,1981-1990,single_detached,260396
2065,2001,1991-1995,total,207943
2066,2001,1991-1995,apartments,69344
2067,2001,1991-1995,mobile,1315
2068,2001,1991-1995,single_attached,34525
2069,2001,1991-1995,single_detached,102758
2070,2001,1996-2000,total,128764
2071,2001,1996-2000,apartments,38104
2072,2001,1996-2000,mobile,716
2073,2001,1996-2000,single_attached,18481
2074,2001,1996-2000,single_detached,71462
2075,2001,2001-2005,total,10727
2076,2001,2001-2005,apartments,3873
2077,2001,2001-2005,mobile,51
2078,2001,2001-2005,single_attached,1076
2079,2001,2001-2005,single_detached,5725
2080,2001,2006-2010,total,0
2081,2001,2006-2010,apartments,0
2082,2001,2006-2010,mobile,0
2083,2001,2006-2010,single_attached,0
2084,2001,2006-2010,single_detached,0
2085,2001,2011-2015,total,0
2086,2001,2011-2015,apartments,0
2087,2001,2011-2015,mobile,0
2088,2001,2011-2015,single_attached,0
2089,2001,2011-2015,single_detached,0
2090,2001,2016-2020,total,0
2091,2001,2016-2020,apartments,0
2092,2001,2016-2020,mobile,0
2093,2001,2016-2020,single_attached,0
2094,2001,2016-2020,single_detached,0
2095,2001,2021-2025,total,0
2096,2001,2021-2025,apartments,0
2097,2001,2021-2025,mobile,0
2098,2001,2021-2025,single_attached,0
2099,2001,2021-2025,single_detached,0
2100,2006,0-2025,total,3189345
2101,2006,0-2025,apartments,1461450
2102,2006,0-2025,mobile,21545
2103,2006,0-2025,single_attached,247946
2104,2006,0-2025,single_detached,1458404
2105,2006,1608-1920,total,210026
2106,2006,1608-1920,apartments,98655
2107,2006,1608-1920,mobile,309
2108,2006,1608-1920,single_attached,15904
2109,2006,1608-1920,single_detached,95155
2110,2006,1921-1945,total,230576
2111,2006,1921-1945,apartments,143240
2112,2006,1921-1945,mobile,289
2113,2006,1921-1945,single_attached,13580
2114,2006,1921-1945,single_detached,73465
2115,2006,1946-1960,total,538443
2116,2006,1946-1960,apartments,299065
2117,2006,1946-1960,mobile,789
2118,2006,1946-1960,single_attached,27545
2119,2006,1946-1960,single_detached,211042
2120,2006,1961-1970,total,494997
2121,2006,1961-1970,apartments,268651
2122,2006,1961-1970,mobile,1799
2123,2006,1961-1970,single_attached,23155
2124,2006,1961-1970,single_detached,201390
2125,2006,1971-1980,total,610933
2126,2006,1971-1980,apartments,226994
2127,2006,1971-1980,mobile,11212
2128,2006,1971-1980,single_attached,48620
2129,2006,1971-1980,single_detached,324105
2130,2006,1981-1990,total,532117
2131,2006,1981-1990,apartments,224443
2132,2006,1981-1990,mobile,4104
2133,2006,1981-1990,single_attached,46985
2134,2006,1981-1990,single_detached,256583
2135,2006,1991-1995,total,213406
2136,2006,1991-1995,apartments,74653
2137,2006,1991-1995,mobile,1289
2138,2006,1991-1995,single_attached,32984
2139,2006,1991-1995,single_detached,104478
2140,2006,1996-2000,total,142946
2141,2006,1996-2000,apartments,44410
2142,2006,1996-2000,mobile,759
2143,2006,1996-2000,single_attached,19115
2144,2006,1996-2000,single_detached,78660
2145,2006,2001-2005,total,199294
2146,2006,2001-2005,apartments,75077
2147,2006,2001-2005,mobile,913
2148,2006,2001-2005,single_attached,18512
2149,2006,2001-2005,single_detached,104790
2150,2006,2006-2010,total,16607
2151,2006,2006-2010,apartments,6256
2152,2006,2006-2010,mobile,75
2153,2006,2006-2010,single_attached,1542
2154,2006,2006-2010,single_detached,8732
2155,2006,2011-2015,total,0
2156,2006,2011-2015,apartments,0
2157,2006,2011-2015,mobile,0
2158,2006,2011-2015,single_attached,0
2159,2006,2011-2015,single_detached,0
2160,2006,2016-2020,total,0
2161,2006,2016-2020,apartments,0
2162,2006,2016-2020,mobile,0
2163,2006,2016-2020,single_attached,0
2164,2006,2016-2020,single_detached,0
2165,2006,2021-2025,total,0
2166,2006,2021-2025,apartments,0
2167,2006,2021-2025,mobile,0
2168,2006,2021-2025,single_attached,0
2169,2006,2021-2025,single_detached,0
2170,2011,0-2025,total,3395220
2171,2011,0-2025,apartments,1535366
2172,2011,0-2025,mobile,22875
2173,2011,0-2025,single_attached,276634
2174,2011,0-2025,single_detached,1560345
2175,2011,1608-1920,total,213271
2176,2011,1608-1920,apartments,100080
2177,2011,1608-1920,mobile,169
2178,2011,1608-1920,single_attached,16204
2179,2011,1608-1920,single_detached,96815
2180,2011,1921-1945,total,215636
2181,2011,1921-1945,apartments,133123
2182,2011,1921-1945,mobile,124
2183,2011,1921-1945,single_attached,12735
2184,2011,1921-1945,single_detached,69651
2185,2011,1946-1960,total,517986
2186,2011,1946-1960,apartments,282912
2187,2011,1946-1960,mobile,669
2188,2011,1946-1960,single_attached,27095
2189,2011,1946-1960,single_detached,207308
2190,2011,1961-1970,total,507746
2191,2011,1961-1970,apartments,279143
2192,2011,1961-1970,mobile,2058
2193,2011,1961-1970,single_attached,24210
2194,2011,1961-1970,single_detached,202333
2195,2011,1971-1980,total,607712
2196,2011,1971-1980,apartments,223658
2197,2011,1971-1980,mobile,11742
2198,2011,1971-1980,single_attached,48666
2199,2011,1971-1980,single_detached,323644
2200,2011,1981-1990,total,533791
2201,2011,1981-1990,apartments,224747
2202,2011,1981-1990,mobile,4332
2203,2011,1981-1990,single_attached,48040
2204,2011,1981-1990,single_detached,256671
2205,2011,1991-1995,total,207656
2206,2011,1991-1995,apartments,71780
2207,2011,1991-1995,mobile,1299
2208,2011,1991-1995,single_attached,31360
2209,2011,1991-1995,single_detached,103215
2210,2011,1996-2000,total,145695
2211,2011,1996-2000,apartments,47091
2212,2011,1996-2000,mobile,774
2213,2011,1996-2000,single_attached,20123
2214,2011,1996-2000,single_detached,77704
2215,2011,2001-2005,total,206041
2216,2011,2001-2005,apartments,74992
2217,2011,2001-2005,mobile,614
2218,2011,2001-2005,single_attached,19165
2219,2011,2001-2005,single_detached,111268
2220,2011,2006-2010,total,221249
2221,2011,2006-2010,apartments,90308
2222,2011,2006-2010,mobile,1006
2223,2011,2006-2010,single_attached,26800
2224,2011,2006-2010,single_detached,103133
2225,2011,2011-2015,total,18437
2226,2011,2011-2015,apartments,7526
2227,2011,2011-2015,mobile,82
2228,2011,2011-2015,single_attached,2231
2229,2011,2011-2015,single_detached,8596
2230,2011,2016-2020,total,0
2231,2011,2016-2020,apartments,0
2232,2011,2016-2020,mobile,0
2233,2011,2016-2020,single_attached,0
2234,2011,2016-2020,single_detached,0
2235,2011,2021-2025,total,0
2236,2011,2021-2025,apartments,0
2237,2011,2021-2025,mobile,0
2238,2011,2021-2025,single_attached,0
2239,2011,2021-2025,single_detached,0
2240,2016,0-2025,total,3531660
2241,2016,0-2025,apartments,1606145
2242,2016,0-2025,mobile,23295
2243,2016,0-2025,single_attached,299549
2244,2016,0-2025,single_detached,1602671
2245,2016,1608-1920,total,204420
2246,2016,1608-1920,apartments,98847
2247,2016,1608-1920,mobile,169
2248,2016,1608-1920,single_attached,15955
2249,2016,1608-1920,single_detached,89447
2250,2016,1921-1945,total,197305
2251,2016,1921-1945,apartments,117438
2252,2016,1921-1945,mobile,144
2253,2016,1921-1945,single_attached,12121
2254,2016,1921-1945,single_detached,67599
2255,2016,1946-1960,total,492769
2256,2016,1946-1960,apartments,260621
2257,2016,1946-1960,mobile,509
2258,2016,1946-1960,single_attached,26380
2259,2016,1946-1960,single_detached,205256
2260,2016,1961-1970,total,491449
2261,2016,1961-1970,apartments,267369
2262,2016,1961-1970,mobile,1999
2263,2016,1961-1970,single_attached,22711
2264,2016,1961-1970,single_detached,199368
2265,2016,1971-1980,total,625309
2266,2016,1971-1980,apartments,242662
2267,2016,1971-1980,mobile,11212
2268,2016,1971-1980,single_attached,49662
2269,2016,1971-1980,single_detached,321771
2270,2016,1981-1990,total,503494
2271,2016,1981-1990,apartments,207387
2272,2016,1981-1990,mobile,4334
2273,2016,1981-1990,single_attached,45611
2274,2016,1981-1990,single_detached,246160
2275,2016,1991-1995,total,214310
2276,2016,1991-1995,apartments,77722
2277,2016,1991-1995,mobile,1249
2278,2016,1991-1995,single_attached,32640
2279,2016,1991-1995,single_detached,102696
2280,2016,1996-2000,total,154710
2281,2016,1996-2000,apartments,56233
2282,2016,1996-2000,mobile,664
2283,2016,1996-2000,single_attached,19245
2284,2016,1996-2000,single_detached,78566
2285,2016,2001-2005,total,196830
2286,2016,2001-2005,apartments,71081
2287,2016,2001-2005,mobile,884
2288,2016,2001-2005,single_attached,18521
2289,2016,2001-2005,single_detached,106342
2290,2016,2006-2010,total,241549
2291,2016,2006-2010,apartments,100671
2292,2016,2006-2010,mobile,874
2293,2016,2006-2010,single_attached,29116
2294,2016,2006-2010,single_detached,110885
2295,2016,2011-2015,total,193399
2296,2016,2011-2015,apartments,97944
2297,2016,2011-2015,mobile,1153
2298,2016,2011-2015,single_attached,25461
2299,2016,2011-2015,single_detached,68839
2300,2016,2016-2020,total,16116
2301,2016,2016-2020,apartments,8162
2302,2016,2016-2020,mobile,95
2303,2016,2016-2020,single_attached,2120
2304,2016,2016-2020,single_detached,5737
2305,2016,2021-2025,total,0
2306,2016,2021-2025,apartments,0
2307,2016,2021-2025,mobile,0
2308,2016,2021-2025,single_attached,0
2309,2016,2021-2025,single_detached,0
2310,2021,0-2025,total,3749035
2311,2021,0-2025,apartments,1738190
2312,2021,0-2025,mobile,23640
2313,2021,0-2025,single_attached,315106
2314,2021,0-2025,single_detached,1672099
2315,2021,1608-1920,total,215130
2316,2021,1608-1920,apartments,108419
2317,2021,1608-1920,mobile,234
2318,2021,1608-1920,single_attached,15700
2319,2021,1608-1920,single_detached,90775
2320,2021,1921-1945,total,191220
2321,2021,1921-1945,apartments,113371
2322,2021,1921-1945,mobile,154
2323,2021,1921-1945,single_attached,11755
2324,2021,1921-1945,single_detached,65938
2325,2021,1946-1960,total,473024
2326,2021,1946-1960,apartments,244623
2327,2021,1946-1960,mobile,544
2328,2021,1946-1960,single_attached,25511
2329,2021,1946-1960,single_detached,202344
2330,2021,1961-1970,total,490394
2331,2021,1961-1970,apartments,262839
2332,2021,1961-1970,mobile,2160
2333,2021,1961-1970,single_attached,22692
2334,2021,1961-1970,single_detached,202702
2335,2021,1971-1980,total,624299
2336,2021,1971-1980,apartments,243701
2337,2021,1971-1980,mobile,10289
2338,2021,1971-1980,single_attached,49316
2339,2021,1971-1980,single_detached,320990
2340,2021,1981-1990,total,509124
2341,2021,1981-1990,apartments,210730
2342,2021,1981-1990,mobile,4105
2343,2021,1981-1990,single_attached,46167
2344,2021,1981-1990,single_detached,248121
2345,2021,1991-1995,total,219080
2346,2021,1991-1995,apartments,83956
2347,2021,1991-1995,mobile,1150
2348,2021,1991-1995,single_attached,32087
2349,2021,1991-1995,single_detached,101886
2350,2021,1996-2000,total,166240
2351,2021,1996-2000,apartments,66941
2352,2021,1996-2000,mobile,850
2353,2021,1996-2000,single_attached,19606
2354,2021,1996-2000,single_detached,78841
2355,2021,2001-2005,total,198590
